人类基因	小鼠基因	提取状态
ENSG00000226849	ENSMUSG00000086326	成功
ENSG00000255680	ENSMUSG00000093378	成功
ENSG00000243799	ENSMUSG00000104384	成功
ENSG00000271452	ENSMUSG00000101404	成功
ENSG00000227459	ENSMUSG00000101265	成功
ENSG00000260264	ENSMUSG00000108551	成功
ENSG00000272479	ENSMUSG00000097654	成功
ENSG00000268615	ENSMUSG00000087435	成功
ENSG00000270523	ENSMUSG00000108880	成功
ENSG00000251132	ENSMUSG00000098284	成功
ENSG00000224842	ENSMUSG00000104403	成功
ENSG00000255503	ENSMUSG00000109395	成功
ENSG00000251136	ENSMUSG00000086072	成功
ENSG00000282843	ENSMUSG00000087045	成功
ENSG00000258422	ENSMUSG00000098128	成功
ENSG00000276232	ENSMUSG00000099609	成功
ENSG00000205054	ENSMUSG00000100345	成功
ENSG00000261558	ENSMUSG00000097360	成功
ENSG00000277022	ENSMUSG00000085760	成功
ENSG00000236795	ENSMUSG00000108123	成功
ENSG00000244302	ENSMUSG00000104283	成功
ENSG00000245213	ENSMUSG00000109753	成功
ENSG00000234230	ENSMUSG00000087640	成功
ENSG00000282787	ENSMUSG00000109842	成功
ENSG00000275175	ENSMUSG00000108812	成功
ENSG00000228277	ENSMUSG00000106957	成功
ENSG00000230826	ENSMUSG00000087294	成功
ENSG00000250192	ENSMUSG00000106828	成功
ENSG00000233395	ENSMUSG00000107785	成功
ENSG00000225126	ENSMUSG00000085593	成功
ENSG00000261737	ENSMUSG00000085773	成功
ENSG00000269898	ENSMUSG00000104484	成功
ENSG00000255402	ENSMUSG00000097102	成功
ENSG00000274630	ENSMUSG00000086031	成功
ENSG00000225039	ENSMUSG00000085237	成功
ENSG00000259871	ENSMUSG00000109167	成功
ENSG00000267296	ENSMUSG00000108575	成功
ENSG00000271151	ENSMUSG00000085252	成功
ENSG00000279201	ENSMUSG00000108053	成功
ENSG00000224984	ENSMUSG00000098894	成功
ENSG00000238034	ENSMUSG00000051986	成功
ENSG00000225112	ENSMUSG00000086874	成功
ENSG00000267152	ENSMUSG00000109420	成功
ENSG00000254287	ENSMUSG00000109141	成功
ENSG00000227456	ENSMUSG00000051297	成功
ENSG00000256884	ENSMUSG00000086655	成功
ENSG00000278621	ENSMUSG00000100046	成功
ENSG00000276742	ENSMUSG00000099422	成功
ENSG00000236510	ENSMUSG00000105212	成功
ENSG00000262766	ENSMUSG00000108479	成功
ENSG00000260962	ENSMUSG00000090534	成功
ENSG00000260393	ENSMUSG00000109672	成功
ENSG00000267263	ENSMUSG00000085104	成功
ENSG00000251600	ENSMUSG00000086912	成功
ENSG00000253115	ENSMUSG00000099899	成功
ENSG00000260919	ENSMUSG00000097604	成功
ENSG00000273196	ENSMUSG00000092386	成功
ENSG00000271904	ENSMUSG00000100891	成功
ENSG00000272568	ENSMUSG00000108175	成功
ENSG00000272068	ENSMUSG00000105843	成功
ENSG00000261314	ENSMUSG00000102755	成功
ENSG00000259789	ENSMUSG00000096947	成功
ENSG00000267698	ENSMUSG00000087009	成功
ENSG00000259920	ENSMUSG00000086854	成功
ENSG00000236303	ENSMUSG00000110145	成功
ENSG00000179743	ENSMUSG00000085922	成功
ENSG00000281120	ENSMUSG00000106498	成功
ENSG00000240888	ENSMUSG00000103755	成功
ENSG00000272810	ENSMUSG00000075029	成功
ENSG00000266979	ENSMUSG00000085594	成功
ENSG00000225792	ENSMUSG00000097598	成功
ENSG00000256725	ENSMUSG00000106522	成功
ENSG00000234019	ENSMUSG00000098311	成功
ENSG00000248790	ENSMUSG00000051074	成功
ENSG00000230690	ENSMUSG00000101299	成功
ENSG00000230623	ENSMUSG00000097403	成功
ENSG00000279994	ENSMUSG00000105307	成功
ENSG00000249456	ENSMUSG00000109816	成功
ENSG00000282048	ENSMUSG00000105229	成功
ENSG00000253979	ENSMUSG00000086226	成功
ENSG00000259517	ENSMUSG00000110380	成功
ENSG00000263105	ENSMUSG00000086464	成功
ENSG00000229925	ENSMUSG00000104172	成功
ENSG00000274765	ENSMUSG00000098332	成功
ENSG00000240571	ENSMUSG00000084861	成功
ENSG00000261421	ENSMUSG00000098534	成功
ENSG00000228008	ENSMUSG00000102377	成功
ENSG00000260949	ENSMUSG00000110229	成功
ENSG00000259912	ENSMUSG00000098434	成功
ENSG00000236094	ENSMUSG00000107133	成功
ENSG00000270953	ENSMUSG00000086542	成功
ENSG00000270035	ENSMUSG00000085593	成功
ENSG00000261467	ENSMUSG00000085042	成功
ENSG00000224621	ENSMUSG00000085774	成功
ENSG00000281357	ENSMUSG00000097146	成功
ENSG00000270522	ENSMUSG00000067973	成功
ENSG00000205293	ENSMUSG00000086066	成功
ENSG00000272724	ENSMUSG00000075408	成功
ENSG00000237581	ENSMUSG00000085420	成功
ENSG00000251603	ENSMUSG00000106422	成功
ENSG00000259097	ENSMUSG00000086060	成功
ENSG00000272855	ENSMUSG00000105337	成功
ENSG00000268798	ENSMUSG00000085712	成功
ENSG00000278408	ENSMUSG00000084913	成功
ENSG00000256739	ENSMUSG00000110301	成功
ENSG00000231073	ENSMUSG00000084846	成功
ENSG00000254038	ENSMUSG00000110229	成功
ENSG00000236708	ENSMUSG00000105212	成功
ENSG00000257226	ENSMUSG00000085089	成功
ENSG00000227373	ENSMUSG00000102852	成功
ENSG00000235027	ENSMUSG00000109958	成功
ENSG00000272167	ENSMUSG00000099404	成功
ENSG00000227043	ENSMUSG00000090118	成功
ENSG00000234327	ENSMUSG00000087116	成功
ENSG00000265927	ENSMUSG00000062391	成功
ENSG00000226310	ENSMUSG00000101081	成功
ENSG00000235852	ENSMUSG00000100120	成功
ENSG00000253352	ENSMUSG00000053263	成功
ENSG00000179743	ENSMUSG00000085836	成功
ENSG00000258696	ENSMUSG00000085851	成功
ENSG00000232598	ENSMUSG00000089900	成功
ENSG00000227386	ENSMUSG00000107993	成功
ENSG00000279235	ENSMUSG00000104263	成功
ENSG00000281655	ENSMUSG00000086381	成功
ENSG00000234948	ENSMUSG00000087074	成功
ENSG00000247982	ENSMUSG00000102939	成功
ENSG00000229118	ENSMUSG00000079053	成功
ENSG00000254665	ENSMUSG00000099803	成功
ENSG00000234318	ENSMUSG00000087395	成功
ENSG00000281264	ENSMUSG00000074256	成功
ENSG00000237073	ENSMUSG00000086139	成功
ENSG00000263257	ENSMUSG00000099411	成功
ENSG00000256750	ENSMUSG00000041512	成功
ENSG00000279747	ENSMUSG00000109379	成功
ENSG00000260511	ENSMUSG00000090217	成功
ENSG00000256226	ENSMUSG00000107969	成功
ENSG00000243766	ENSMUSG00000085412	成功
ENSG00000267737	ENSMUSG00000086902	成功
ENSG00000262313	ENSMUSG00000085207	成功
ENSG00000225279	ENSMUSG00000102278	成功
ENSG00000259116	ENSMUSG00000097323	成功
ENSG00000253857	ENSMUSG00000102331	成功
ENSG00000250456	ENSMUSG00000107386	成功
ENSG00000240731	ENSMUSG00000054514	成功
ENSG00000283235	ENSMUSG00000090016	成功
ENSG00000249196	ENSMUSG00000106015	成功
ENSG00000228481	ENSMUSG00000100738	成功
ENSG00000273747	ENSMUSG00000109243	成功
ENSG00000271141	ENSMUSG00000086354	成功
ENSG00000232682	ENSMUSG00000089835	成功
ENSG00000229525	ENSMUSG00000101840	成功
ENSG00000261441	ENSMUSG00000103663	成功
ENSG00000269068	ENSMUSG00000101840	成功
ENSG00000280193	ENSMUSG00000102834	成功
ENSG00000280232	ENSMUSG00000097195	成功
ENSG00000268366	ENSMUSG00000108592	成功
ENSG00000279429	ENSMUSG00000101451	成功
ENSG00000251613	ENSMUSG00000097848	成功
ENSG00000256442	ENSMUSG00000107867	成功
ENSG00000278969	ENSMUSG00000086863	成功
ENSG00000250646	ENSMUSG00000103684	成功
ENSG00000245213	ENSMUSG00000109728	成功
ENSG00000283125	ENSMUSG00000103348	成功
ENSG00000261346	ENSMUSG00000108717	成功
ENSG00000279948	ENSMUSG00000108671	成功
ENSG00000279663	ENSMUSG00000103645	成功
ENSG00000227098	ENSMUSG00000087333	成功
ENSG00000273162	ENSMUSG00000099440	成功
ENSG00000223466	ENSMUSG00000100213	成功
ENSG00000264643	ENSMUSG00000085130	成功
ENSG00000230454	ENSMUSG00000102377	成功
ENSG00000272701	ENSMUSG00000107825	成功
ENSG00000274515	ENSMUSG00000099543	成功
ENSG00000230035	ENSMUSG00000087628	成功
ENSG00000270019	ENSMUSG00000102063	成功
ENSG00000225128	ENSMUSG00000106026	成功
ENSG00000235492	ENSMUSG00000098045	成功
ENSG00000270104	ENSMUSG00000072902	成功
ENSG00000256540	ENSMUSG00000108232	成功
ENSG00000236094	ENSMUSG00000106674	成功
ENSG00000268636	ENSMUSG00000109947	成功
ENSG00000242795	ENSMUSG00000097786	成功
ENSG00000224090	ENSMUSG00000100556	成功
ENSG00000255648	ENSMUSG00000103951	成功
ENSG00000269107	ENSMUSG00000097360	成功
ENSG00000224565	ENSMUSG00000087351	成功
ENSG00000264548	ENSMUSG00000100629	成功
ENSG00000258716	ENSMUSG00000072884	成功
ENSG00000273076	ENSMUSG00000089796	成功
ENSG00000269987	ENSMUSG00000087291	成功
ENSG00000251379	ENSMUSG00000104701	成功
ENSG00000273388	ENSMUSG00000087058	成功
ENSG00000280364	ENSMUSG00000106644	成功
ENSG00000265845	ENSMUSG00000087295	成功
ENSG00000275248	ENSMUSG00000109503	成功
ENSG00000280325	ENSMUSG00000104905	成功
ENSG00000257042	ENSMUSG00000085600	成功
ENSG00000263081	ENSMUSG00000107318	成功
ENSG00000225969	ENSMUSG00000054909	成功
ENSG00000267654	ENSMUSG00000097835	成功
ENSG00000253708	ENSMUSG00000097257	成功
ENSG00000259235	ENSMUSG00000087056	成功
ENSG00000279650	ENSMUSG00000106522	成功
ENSG00000233415	ENSMUSG00000085198	成功
ENSG00000264304	ENSMUSG00000086586	成功
ENSG00000228961	ENSMUSG00000102958	成功
ENSG00000206573	ENSMUSG00000107455	成功
ENSG00000236231	ENSMUSG00000086044	成功
ENSG00000251438	ENSMUSG00000105707	成功
ENSG00000272967	ENSMUSG00000097576	成功
ENSG00000233721	ENSMUSG00000085987	成功
ENSG00000224152	ENSMUSG00000086196	成功
ENSG00000235652	ENSMUSG00000090070	成功
ENSG00000226510	ENSMUSG00000109224	成功
ENSG00000248397	ENSMUSG00000102614	成功
ENSG00000226780	ENSMUSG00000101778	成功
ENSG00000258444	ENSMUSG00000093452	成功
ENSG00000275392	ENSMUSG00000100106	成功
ENSG00000225230	ENSMUSG00000086402	成功
ENSG00000258458	ENSMUSG00000106112	成功
ENSG00000283304	ENSMUSG00000031736	成功
ENSG00000249479	ENSMUSG00000056023	成功
ENSG00000274373	ENSMUSG00000048215	成功
ENSG00000257258	ENSMUSG00000108035	成功
ENSG00000249678	ENSMUSG00000104871	成功
ENSG00000261879	ENSMUSG00000085251	成功
ENSG00000241490	ENSMUSG00000085499	成功
ENSG00000276110	ENSMUSG00000106262	成功
ENSG00000203601	ENSMUSG00000103383	成功
ENSG00000230174	ENSMUSG00000092241	成功
ENSG00000257940	ENSMUSG00000103550	成功
ENSG00000233030	ENSMUSG00000106536	成功
ENSG00000205537	ENSMUSG00000097150	成功
ENSG00000225174	ENSMUSG00000086428	成功
ENSG00000277545	ENSMUSG00000054910	成功
ENSG00000227959	ENSMUSG00000103366	成功
ENSG00000249678	ENSMUSG00000097216	成功
ENSG00000279429	ENSMUSG00000086427	成功
ENSG00000261393	ENSMUSG00000062704	成功
ENSG00000248964	ENSMUSG00000110015	成功
ENSG00000253395	ENSMUSG00000089804	成功
ENSG00000271914	ENSMUSG00000086961	成功
ENSG00000270460	ENSMUSG00000085252	成功
ENSG00000238290	ENSMUSG00000085869	成功
ENSG00000258424	ENSMUSG00000099597	成功
ENSG00000279460	ENSMUSG00000109743	成功
ENSG00000268296	ENSMUSG00000103398	成功
ENSG00000231599	ENSMUSG00000102314	成功
ENSG00000248115	ENSMUSG00000085657	成功
ENSG00000255745	ENSMUSG00000097419	成功
ENSG00000241357	ENSMUSG00000079163	成功
ENSG00000267172	ENSMUSG00000110211	成功
ENSG00000239454	ENSMUSG00000052236	成功
ENSG00000224959	ENSMUSG00000085036	成功
ENSG00000238202	ENSMUSG00000106822	成功
ENSG00000250930	ENSMUSG00000107165	成功
ENSG00000237341	ENSMUSG00000103436	成功
ENSG00000233849	ENSMUSG00000107509	成功
ENSG00000267248	ENSMUSG00000087407	成功
ENSG00000242290	ENSMUSG00000102967	成功
ENSG00000273320	ENSMUSG00000097494	成功
ENSG00000280088	ENSMUSG00000097383	成功
ENSG00000256306	ENSMUSG00000107396	成功
ENSG00000276508	ENSMUSG00000051832	成功
ENSG00000230140	ENSMUSG00000102607	成功
ENSG00000249328	ENSMUSG00000103256	成功
ENSG00000256152	ENSMUSG00000089842	成功
ENSG00000273680	ENSMUSG00000086777	成功
ENSG00000260115	ENSMUSG00000052479	成功
ENSG00000255015	ENSMUSG00000100158	成功
ENSG00000217455	ENSMUSG00000105873	成功
ENSG00000260608	ENSMUSG00000097277	成功
ENSG00000261441	ENSMUSG00000103831	成功
ENSG00000232849	ENSMUSG00000093551	成功
ENSG00000280408	ENSMUSG00000097051	成功
ENSG00000238078	ENSMUSG00000101574	成功
ENSG00000262585	ENSMUSG00000085548	成功
ENSG00000259395	ENSMUSG00000084785	成功
ENSG00000227045	ENSMUSG00000106061	成功
ENSG00000276842	ENSMUSG00000107420	成功
ENSG00000281473	ENSMUSG00000097072	成功
ENSG00000259548	ENSMUSG00000103165	成功
ENSG00000249173	ENSMUSG00000110270	成功
ENSG00000260834	ENSMUSG00000110084	成功
ENSG00000231892	ENSMUSG00000105344	成功
ENSG00000259437	ENSMUSG00000093616	成功
ENSG00000233214	ENSMUSG00000097674	成功
ENSG00000255893	ENSMUSG00000074508	成功
ENSG00000255032	ENSMUSG00000085852	成功
ENSG00000280211	ENSMUSG00000108766	成功
ENSG00000255714	ENSMUSG00000041512	成功
ENSG00000254733	ENSMUSG00000092071	成功
ENSG00000271172	ENSMUSG00000106538	成功
ENSG00000231992	ENSMUSG00000104749	成功
ENSG00000281809	ENSMUSG00000038408	成功
ENSG00000275769	ENSMUSG00000107894	成功
ENSG00000231310	ENSMUSG00000102987	成功
ENSG00000260633	ENSMUSG00000100279	成功
ENSG00000234714	ENSMUSG00000100965	成功
ENSG00000272140	ENSMUSG00000097577	成功
ENSG00000225545	ENSMUSG00000103102	成功
ENSG00000260417	ENSMUSG00000097702	成功
ENSG00000254933	ENSMUSG00000109073	成功
ENSG00000228352	ENSMUSG00000036162	成功
ENSG00000260877	ENSMUSG00000109305	成功
ENSG00000266498	ENSMUSG00000097747	成功
ENSG00000267892	ENSMUSG00000109420	成功
ENSG00000265125	ENSMUSG00000087534	成功
ENSG00000233410	ENSMUSG00000104197	成功
ENSG00000247993	ENSMUSG00000100416	成功
ENSG00000253424	ENSMUSG00000084773	成功
ENSG00000261595	ENSMUSG00000104973	成功
ENSG00000278029	ENSMUSG00000094841	成功
ENSG00000251442	ENSMUSG00000104736	成功
ENSG00000259279	ENSMUSG00000045339	成功
ENSG00000276533	ENSMUSG00000102330	成功
ENSG00000237832	ENSMUSG00000086450	成功
ENSG00000254043	ENSMUSG00000100053	成功
ENSG00000251171	ENSMUSG00000086681	成功
ENSG00000280176	ENSMUSG00000104136	成功
ENSG00000259475	ENSMUSG00000109464	成功
ENSG00000259054	ENSMUSG00000104658	成功
ENSG00000250990	ENSMUSG00000106104	成功
ENSG00000224468	ENSMUSG00000103543	成功
ENSG00000224671	ENSMUSG00000100987	成功
ENSG00000230630	ENSMUSG00000066752	成功
ENSG00000267328	ENSMUSG00000109049	成功
ENSG00000256588	ENSMUSG00000109170	成功
ENSG00000276855	ENSMUSG00000087039	成功
ENSG00000283215	ENSMUSG00000097727	成功
ENSG00000278997	ENSMUSG00000087416	成功
ENSG00000258337	ENSMUSG00000106798	成功
ENSG00000269256	ENSMUSG00000071567	成功
ENSG00000261095	ENSMUSG00000103830	成功
ENSG00000257815	ENSMUSG00000097104	成功
ENSG00000205971	ENSMUSG00000105453	成功
ENSG00000204055	ENSMUSG00000086356	成功
ENSG00000260619	ENSMUSG00000109341	成功
ENSG00000236535	ENSMUSG00000103739	成功
ENSG00000264044	ENSMUSG00000086586	成功
ENSG00000259376	ENSMUSG00000109119	成功
ENSG00000260891	ENSMUSG00000102271	成功
ENSG00000255345	ENSMUSG00000053049	成功
ENSG00000225181	ENSMUSG00000086450	成功
ENSG00000262529	ENSMUSG00000099411	成功
ENSG00000226115	ENSMUSG00000085468	成功
ENSG00000226291	ENSMUSG00000106056	成功
ENSG00000279583	ENSMUSG00000066175	成功
ENSG00000257151	ENSMUSG00000109575	成功
ENSG00000268518	ENSMUSG00000108509	成功
ENSG00000227634	ENSMUSG00000085869	成功
ENSG00000223800	ENSMUSG00000102584	成功
ENSG00000231636	ENSMUSG00000087258	成功
ENSG00000274682	ENSMUSG00000103040	成功
ENSG00000229056	ENSMUSG00000102405	成功
ENSG00000271882	ENSMUSG00000089949	成功
ENSG00000271763	ENSMUSG00000108550	成功
ENSG00000249955	ENSMUSG00000109930	成功
ENSG00000275427	ENSMUSG00000084945	成功
ENSG00000262147	ENSMUSG00000084853	成功
ENSG00000253130	ENSMUSG00000110321	成功
ENSG00000264735	ENSMUSG00000084853	成功
ENSG00000228153	ENSMUSG00000101102	成功
ENSG00000226925	ENSMUSG00000097899	成功
ENSG00000272849	ENSMUSG00000104156	成功
ENSG00000279276	ENSMUSG00000108317	成功
ENSG00000256137	ENSMUSG00000104971	成功
ENSG00000249341	ENSMUSG00000072874	成功
ENSG00000275392	ENSMUSG00000085526	成功
ENSG00000253641	ENSMUSG00000091686	成功
ENSG00000257878	ENSMUSG00000085723	成功
ENSG00000274765	ENSMUSG00000098875	成功
ENSG00000272138	ENSMUSG00000104102	成功
ENSG00000235736	ENSMUSG00000102389	成功
ENSG00000223562	ENSMUSG00000097316	成功
ENSG00000243144	ENSMUSG00000106212	成功
ENSG00000278642	ENSMUSG00000086193	成功
ENSG00000183154	ENSMUSG00000085437	成功
ENSG00000234917	ENSMUSG00000073765	成功
ENSG00000229717	ENSMUSG00000106698	成功
ENSG00000267282	ENSMUSG00000087593	成功
ENSG00000226433	ENSMUSG00000084866	成功
ENSG00000257726	ENSMUSG00000106991	成功
ENSG00000223548	ENSMUSG00000086209	成功
ENSG00000281358	ENSMUSG00000090570	成功
ENSG00000280229	ENSMUSG00000085958	成功
ENSG00000231102	ENSMUSG00000086930	成功
ENSG00000233824	ENSMUSG00000107978	成功
ENSG00000259639	ENSMUSG00000087309	成功
ENSG00000267096	ENSMUSG00000108923	成功
ENSG00000260361	ENSMUSG00000108311	成功
ENSG00000258869	ENSMUSG00000092066	成功
ENSG00000279394	ENSMUSG00000074149	成功
ENSG00000272650	ENSMUSG00000103684	成功
ENSG00000261468	ENSMUSG00000087469	成功
ENSG00000230698	ENSMUSG00000102670	成功
ENSG00000186056	ENSMUSG00000097224	成功
ENSG00000280051	ENSMUSG00000087104	成功
ENSG00000237410	ENSMUSG00000084825	成功
ENSG00000256732	ENSMUSG00000106235	成功
ENSG00000236996	ENSMUSG00000099170	成功
ENSG00000224459	ENSMUSG00000073731	成功
ENSG00000231903	ENSMUSG00000101409	成功
ENSG00000232564	ENSMUSG00000047938	成功
ENSG00000236861	ENSMUSG00000107094	成功
ENSG00000225756	ENSMUSG00000086425	成功
ENSG00000229938	ENSMUSG00000108969	成功
ENSG00000279886	ENSMUSG00000087669	成功
ENSG00000280122	ENSMUSG00000085434	成功
ENSG00000226526	ENSMUSG00000085774	成功
ENSG00000229407	ENSMUSG00000102558	成功
ENSG00000272644	ENSMUSG00000099472	成功
ENSG00000280333	ENSMUSG00000101295	成功
ENSG00000259788	ENSMUSG00000097503	成功
ENSG00000214650	ENSMUSG00000106663	成功
ENSG00000267579	ENSMUSG00000103194	成功
ENSG00000254249	ENSMUSG00000093677	成功
ENSG00000226968	ENSMUSG00000106927	成功
ENSG00000230530	ENSMUSG00000091661	成功
ENSG00000260264	ENSMUSG00000108522	成功
ENSG00000274682	ENSMUSG00000097068	成功
ENSG00000224863	ENSMUSG00000085249	成功
ENSG00000229951	ENSMUSG00000107036	成功
ENSG00000255382	ENSMUSG00000054061	成功
ENSG00000245059	ENSMUSG00000085688	成功
ENSG00000233485	ENSMUSG00000085761	成功
ENSG00000237843	ENSMUSG00000085248	成功
ENSG00000257702	ENSMUSG00000108053	成功
ENSG00000249602	ENSMUSG00000104470	成功
ENSG00000259861	ENSMUSG00000097033	成功
ENSG00000234193	ENSMUSG00000104018	成功
ENSG00000250060	ENSMUSG00000051805	成功
ENSG00000237836	ENSMUSG00000085695	成功
ENSG00000258785	ENSMUSG00000100138	成功
ENSG00000265971	ENSMUSG00000103469	成功
ENSG00000231770	ENSMUSG00000101888	成功
ENSG00000240288	ENSMUSG00000107937	成功
ENSG00000249231	ENSMUSG00000109672	成功
ENSG00000233893	ENSMUSG00000099735	成功
ENSG00000273973	ENSMUSG00000107507	成功
ENSG00000261049	ENSMUSG00000099812	成功
ENSG00000254906	ENSMUSG00000085265	成功
ENSG00000237705	ENSMUSG00000085204	成功
ENSG00000230714	ENSMUSG00000107163	成功
ENSG00000238121	ENSMUSG00000108207	成功
ENSG00000250791	ENSMUSG00000106413	成功
ENSG00000260021	ENSMUSG00000101061	成功
ENSG00000262815	ENSMUSG00000084993	成功
ENSG00000274987	ENSMUSG00000087277	成功
ENSG00000234477	ENSMUSG00000087692	成功
ENSG00000259814	ENSMUSG00000108338	成功
ENSG00000227646	ENSMUSG00000106064	成功
ENSG00000256339	ENSMUSG00000107734	成功
ENSG00000259627	ENSMUSG00000091745	成功
ENSG00000267348	ENSMUSG00000108942	成功
ENSG00000279954	ENSMUSG00000103674	成功
ENSG00000268324	ENSMUSG00000104654	成功
ENSG00000248356	ENSMUSG00000110388	成功
ENSG00000225075	ENSMUSG00000104874	成功
ENSG00000268006	ENSMUSG00000109947	成功
ENSG00000260081	ENSMUSG00000085669	成功
ENSG00000228853	ENSMUSG00000086708	成功
ENSG00000248991	ENSMUSG00000106422	成功
ENSG00000229922	ENSMUSG00000103820	成功
ENSG00000259106	ENSMUSG00000103136	成功
ENSG00000263708	ENSMUSG00000087242	成功
ENSG00000268707	ENSMUSG00000086356	成功
ENSG00000255094	ENSMUSG00000093410	成功
ENSG00000268047	ENSMUSG00000070574	成功
ENSG00000266279	ENSMUSG00000072809	成功
ENSG00000260172	ENSMUSG00000102939	成功
ENSG00000231519	ENSMUSG00000073067	成功
ENSG00000233817	ENSMUSG00000085223	成功
ENSG00000271742	ENSMUSG00000073731	成功
ENSG00000272672	ENSMUSG00000105341	成功
ENSG00000274987	ENSMUSG00000108234	成功
ENSG00000266958	ENSMUSG00000097246	成功
ENSG00000229407	ENSMUSG00000103705	成功
ENSG00000232680	ENSMUSG00000097149	成功
ENSG00000267026	ENSMUSG00000085660	成功
ENSG00000260242	ENSMUSG00000109045	成功
ENSG00000235026	ENSMUSG00000102681	成功
ENSG00000236045	ENSMUSG00000087525	成功
ENSG00000238078	ENSMUSG00000103308	成功
ENSG00000232964	ENSMUSG00000089820	成功
ENSG00000260949	ENSMUSG00000110317	成功
ENSG00000276649	ENSMUSG00000086637	成功
ENSG00000279460	ENSMUSG00000109902	成功
ENSG00000255825	ENSMUSG00000107580	成功
ENSG00000251396	ENSMUSG00000103127	成功
ENSG00000273691	ENSMUSG00000108365	成功
ENSG00000224536	ENSMUSG00000102414	成功
ENSG00000248393	ENSMUSG00000103069	成功
ENSG00000266744	ENSMUSG00000087622	成功
ENSG00000272056	ENSMUSG00000106717	成功
ENSG00000249667	ENSMUSG00000105105	成功
ENSG00000250338	ENSMUSG00000107362	成功
ENSG00000254975	ENSMUSG00000109460	成功
ENSG00000278627	ENSMUSG00000085972	成功
ENSG00000247809	ENSMUSG00000109294	成功
ENSG00000253616	ENSMUSG00000097284	成功
ENSG00000230190	ENSMUSG00000107454	成功
ENSG00000257452	ENSMUSG00000107075	成功
ENSG00000261797	ENSMUSG00000097484	成功
ENSG00000231492	ENSMUSG00000079467	成功
ENSG00000254542	ENSMUSG00000110093	成功
ENSG00000249252	ENSMUSG00000104701	成功
ENSG00000228973	ENSMUSG00000086053	成功
ENSG00000236795	ENSMUSG00000107643	成功
ENSG00000236948	ENSMUSG00000090057	成功
ENSG00000267610	ENSMUSG00000087685	成功
ENSG00000260895	ENSMUSG00000108977	成功
ENSG00000267341	ENSMUSG00000102501	成功
ENSG00000254038	ENSMUSG00000110317	成功
ENSG00000236141	ENSMUSG00000100185	成功
ENSG00000269235	ENSMUSG00000067951	成功
ENSG00000253509	ENSMUSG00000110256	成功
ENSG00000253634	ENSMUSG00000086227	成功
ENSG00000269667	ENSMUSG00000097500	成功
ENSG00000266397	ENSMUSG00000102863	成功
ENSG00000180869	ENSMUSG00000085810	成功
ENSG00000280432	ENSMUSG00000102575	成功
ENSG00000266535	ENSMUSG00000085130	成功
ENSG00000239216	ENSMUSG00000086833	成功
ENSG00000230082	ENSMUSG00000108154	成功
ENSG00000271204	ENSMUSG00000084894	成功
ENSG00000281649	ENSMUSG00000086211	成功
ENSG00000259702	ENSMUSG00000108899	成功
ENSG00000272667	ENSMUSG00000097748	成功
ENSG00000219410	ENSMUSG00000087327	成功
ENSG00000229201	ENSMUSG00000098302	成功
ENSG00000279499	ENSMUSG00000097191	成功
ENSG00000230415	ENSMUSG00000087381	成功
ENSG00000248187	ENSMUSG00000103843	成功
ENSG00000267521	ENSMUSG00000085511	成功
ENSG00000256152	ENSMUSG00000105759	成功
ENSG00000245384	ENSMUSG00000105952	成功
ENSG00000255472	ENSMUSG00000094991	成功
ENSG00000233410	ENSMUSG00000098206	成功
ENSG00000261129	ENSMUSG00000109593	成功
ENSG00000232606	ENSMUSG00000052248	成功
ENSG00000248429	ENSMUSG00000103929	成功
ENSG00000227838	ENSMUSG00000052848	成功
ENSG00000248079	ENSMUSG00000085222	成功
ENSG00000255125	ENSMUSG00000087160	成功
ENSG00000280650	ENSMUSG00000105332	成功
ENSG00000242791	ENSMUSG00000105065	成功
ENSG00000275542	ENSMUSG00000086750	成功
ENSG00000272672	ENSMUSG00000097237	成功
ENSG00000231428	ENSMUSG00000109151	成功
ENSG00000176753	ENSMUSG00000086421	成功
ENSG00000233420	ENSMUSG00000105068	成功
ENSG00000269939	ENSMUSG00000102555	成功
ENSG00000281664	ENSMUSG00000099404	成功
ENSG00000229122	ENSMUSG00000104299	成功
ENSG00000271938	ENSMUSG00000085199	成功
ENSG00000249091	ENSMUSG00000104068	成功
ENSG00000238121	ENSMUSG00000085639	成功
ENSG00000278934	ENSMUSG00000107579	成功
ENSG00000223587	ENSMUSG00000107595	成功
ENSG00000275601	ENSMUSG00000087704	成功
ENSG00000253695	ENSMUSG00000090785	成功
ENSG00000229739	ENSMUSG00000099447	成功
ENSG00000268309	ENSMUSG00000097000	成功
ENSG00000235445	ENSMUSG00000107971	成功
ENSG00000237293	ENSMUSG00000108288	成功
ENSG00000243187	ENSMUSG00000106584	成功
ENSG00000257997	ENSMUSG00000107141	成功
ENSG00000232444	ENSMUSG00000103645	成功
ENSG00000260392	ENSMUSG00000102225	成功
ENSG00000203999	ENSMUSG00000085914	成功
ENSG00000261025	ENSMUSG00000085002	成功
ENSG00000275248	ENSMUSG00000109151	成功
ENSG00000253471	ENSMUSG00000098270	成功
ENSG00000253586	ENSMUSG00000110399	成功
ENSG00000273920	ENSMUSG00000109013	成功
ENSG00000269925	ENSMUSG00000078492	成功
ENSG00000280407	ENSMUSG00000086835	成功
ENSG00000236977	ENSMUSG00000104136	成功
ENSG00000270135	ENSMUSG00000086189	成功
ENSG00000228734	ENSMUSG00000104479	成功
ENSG00000232937	ENSMUSG00000105412	成功
