人类基因	小鼠基因	人类转录本	小鼠转录本	提取状态
ENSG00000232294	ENSMUSG00000052368	ENST00000422666	ENSMUST00000063891	成功
ENSG00000267489	ENSMUSG00000044997	ENST00000635947	ENSMUST00000052454	成功
ENSG00000264272	ENSMUSG00000062391	ENST00000583018	ENSMUST00000141088	成功
ENSG00000234944	ENSMUSG00000042087	ENST00000421320	ENSMUST00000204444	成功
ENSG00000225790	ENSMUSG00000101897	ENST00000450500	ENSMUST00000190301	成功
ENSG00000197813	ENSMUSG00000109111	ENST00000358234	ENSMUST00000207515	成功
ENSG00000256596	ENSMUSG00000029386	ENST00000539391	ENSMUST00000125191	成功
ENSG00000279159	ENSMUSG00000085559	ENST00000624945	ENSMUST00000148655	成功
ENSG00000268108	ENSMUSG00000109644	ENST00000597865	ENSMUST00000211209	成功
ENSG00000271871	ENSMUSG00000102828	ENST00000607378	ENSMUST00000192984	成功
ENSG00000227165	ENSMUSG00000108713	ENST00000456120	ENSMUST00000206093	成功
ENSG00000243701	ENSMUSG00000022639	ENST00000495228	ENSMUST00000186806	成功
ENSG00000249348	ENSMUSG00000107195	ENST00000504032	ENSMUST00000200768	成功
ENSG00000253858	ENSMUSG00000085240	ENST00000524312	ENSMUST00000136083	成功
ENSG00000262231	ENSMUSG00000085528	ENST00000571062	ENSMUST00000128489	成功
ENSG00000255856	ENSMUSG00000087336	ENST00000616576	ENSMUST00000124914	成功
ENSG00000279770	ENSMUSG00000047935	ENST00000625151	ENSMUST00000080795	成功
ENSG00000279355	ENSMUSG00000097350	ENST00000624499	ENSMUST00000181774	成功
ENSG00000205054	ENSMUSG00000099635	ENST00000454673	ENSMUST00000188560	成功
ENSG00000237031	ENSMUSG00000107483	ENST00000627235	ENSMUST00000205061	成功
ENSG00000252690	ENSMUSG00000109194	ENST00000607520	ENSMUST00000207526	成功
ENSG00000269646	ENSMUSG00000097781	ENST00000594546	ENSMUST00000180842	成功
ENSG00000283128	ENSMUSG00000106030	ENST00000636307	ENSMUST00000196656	成功
ENSG00000262966	ENSMUSG00000055134	ENST00000574307	ENSMUST00000135670	成功
ENSG00000230773	ENSMUSG00000097676	ENST00000587616	ENSMUST00000180785	成功
ENSG00000278861	ENSMUSG00000106662	ENST00000623811	ENSMUST00000198678	成功
ENSG00000203729	ENSMUSG00000100945	ENST00000367563	ENSMUST00000187154	成功
ENSG00000231690	ENSMUSG00000101556	ENST00000420557	ENSMUST00000187199	成功
ENSG00000280205	ENSMUSG00000097141	ENST00000624840	ENSMUST00000181931	成功
ENSG00000226419	ENSMUSG00000022187	ENST00000428411	ENSMUST00000056145	成功
ENSG00000230838	ENSMUSG00000097131	ENST00000415479	ENSMUST00000180722	成功
ENSG00000225963	ENSMUSG00000090252	ENST00000594622	ENSMUST00000162347	成功
ENSG00000280721	ENSMUSG00000108213	ENST00000628090	ENSMUST00000203903	成功
ENSG00000223859	ENSMUSG00000099449	ENST00000427579	ENSMUST00000188856	成功
ENSG00000278918	ENSMUSG00000075576	ENST00000623156	ENSMUST00000141696	成功
ENSG00000223831	ENSMUSG00000056579	ENST00000432130	ENSMUST00000193809	成功
ENSG00000253187	ENSMUSG00000087658	ENST00000523790	ENSMUST00000132559	成功
ENSG00000231074	ENSMUSG00000093516	ENST00000438412	ENSMUST00000175723	成功
ENSG00000255537	ENSMUSG00000098304	ENST00000527818	ENSMUST00000183612	成功
ENSG00000259534	ENSMUSG00000099387	ENST00000560586	ENSMUST00000188229	成功
ENSG00000241544	ENSMUSG00000103041	ENST00000469196	ENSMUST00000195714	成功
ENSG00000271430	ENSMUSG00000103697	ENST00000603037	ENSMUST00000193066	成功
ENSG00000226806	ENSMUSG00000104239	ENST00000437007	ENSMUST00000195024	成功
ENSG00000257551	ENSMUSG00000092578	ENST00000552026	ENSMUST00000172500	成功
ENSG00000281692	ENSMUSG00000089907	ENST00000626335	ENSMUST00000159155	成功
ENSG00000235663	ENSMUSG00000090936	ENST00000419679	ENSMUST00000172285	成功
ENSG00000279759	ENSMUSG00000108520	ENST00000622968	ENSMUST00000205388	成功
ENSG00000246877	ENSMUSG00000102617	ENST00000501931	ENSMUST00000192330	成功
ENSG00000205885	ENSMUSG00000087327	ENST00000435921	ENSMUST00000143765	成功
ENSG00000251045	ENSMUSG00000097361	ENST00000508452	ENSMUST00000181629	成功
ENSG00000266925	ENSMUSG00000097747	ENST00000587907	ENSMUST00000181687	成功
ENSG00000235198	ENSMUSG00000087095	ENST00000450247	ENSMUST00000136990	成功
ENSG00000182648	ENSMUSG00000105741	ENST00000333319	ENSMUST00000199610	成功
ENSG00000261978	ENSMUSG00000097614	ENST00000570952	ENSMUST00000181285	成功
ENSG00000228008	ENSMUSG00000093749	ENST00000419183	ENSMUST00000175729	成功
ENSG00000248101	ENSMUSG00000062132	ENST00000473572	ENSMUST00000124276	成功
ENSG00000259202	ENSMUSG00000086539	ENST00000558463	ENSMUST00000191455	成功
ENSG00000228548	ENSMUSG00000104520	ENST00000453525	ENSMUST00000192794	成功
ENSG00000277283	ENSMUSG00000107353	ENST00000611079	ENSMUST00000202548	成功
ENSG00000250133	ENSMUSG00000086903	ENST00000513533	ENSMUST00000151949	成功
ENSG00000235933	ENSMUSG00000104693	ENST00000426515	ENSMUST00000200347	成功
ENSG00000230454	ENSMUSG00000102324	ENST00000453717	ENSMUST00000195284	成功
ENSG00000235257	ENSMUSG00000086119	ENST00000366441	ENSMUST00000190235	成功
ENSG00000228350	ENSMUSG00000102770	ENST00000421275	ENSMUST00000194112	成功
ENSG00000237435	ENSMUSG00000098097	ENST00000593954	ENSMUST00000182124	成功
ENSG00000257342	ENSMUSG00000097331	ENST00000549477	ENSMUST00000181578	成功
ENSG00000277427	ENSMUSG00000092415	ENST00000611838	ENSMUST00000174074	成功
ENSG00000268842	ENSMUSG00000097781	ENST00000600257	ENSMUST00000180842	成功
ENSG00000269834	ENSMUSG00000097759	ENST00000601562	ENSMUST00000181938	成功
ENSG00000231654	ENSMUSG00000097796	ENST00000455390	ENSMUST00000181180	成功
ENSG00000248478	ENSMUSG00000086541	ENST00000458107	ENSMUST00000163314	成功
ENSG00000272715	ENSMUSG00000105611	ENST00000610171	ENSMUST00000198414	成功
ENSG00000279504	ENSMUSG00000087009	ENST00000622994	ENSMUST00000152625	成功
ENSG00000253363	ENSMUSG00000109674	ENST00000519451	ENSMUST00000209685	成功
ENSG00000235560	ENSMUSG00000108465	ENST00000569752	ENSMUST00000205704	成功
ENSG00000279753	ENSMUSG00000091994	ENST00000623459	ENSMUST00000168521	成功
ENSG00000258017	ENSMUSG00000097414	ENST00000547712	ENSMUST00000181510	成功
ENSG00000250303	ENSMUSG00000101304	ENST00000419895	ENSMUST00000188703	成功
ENSG00000259644	ENSMUSG00000108418	ENST00000560740	ENSMUST00000206739	成功
ENSG00000245293	ENSMUSG00000097761	ENST00000499098	ENSMUST00000181438	成功
ENSG00000232190	ENSMUSG00000098211	ENST00000430050	ENSMUST00000182145	成功
ENSG00000254321	ENSMUSG00000110148	ENST00000521511	ENSMUST00000210072	成功
ENSG00000258730	ENSMUSG00000095174	ENST00000553639	ENSMUST00000178938	成功
ENSG00000244300	ENSMUSG00000097763	ENST00000468377	ENSMUST00000181696	成功
ENSG00000279726	ENSMUSG00000097430	ENST00000624712	ENSMUST00000180516	成功
ENSG00000262833	ENSMUSG00000085207	ENST00000570335	ENSMUST00000129379	成功
ENSG00000259607	ENSMUSG00000102764	ENST00000560714	ENSMUST00000191712	成功
ENSG00000267882	ENSMUSG00000085274	ENST00000599904	ENSMUST00000155786	成功
ENSG00000273221	ENSMUSG00000102780	ENST00000610049	ENSMUST00000194058	成功
ENSG00000260913	ENSMUSG00000041789	ENST00000566225	ENSMUST00000048109	成功
ENSG00000237753	ENSMUSG00000103009	ENST00000457336	ENSMUST00000192413	成功
ENSG00000223891	ENSMUSG00000099632	ENST00000437730	ENSMUST00000190930	成功
ENSG00000249695	ENSMUSG00000097011	ENST00000505893	ENSMUST00000181738	成功
ENSG00000225172	ENSMUSG00000103728	ENST00000440162	ENSMUST00000191902	成功
ENSG00000260136	ENSMUSG00000053081	ENST00000570080	ENSMUST00000191155	成功
ENSG00000280020	ENSMUSG00000086474	ENST00000624498	ENSMUST00000131441	成功
ENSG00000267432	ENSMUSG00000087057	ENST00000591373	ENSMUST00000147186	成功
ENSG00000278934	ENSMUSG00000097834	ENST00000625169	ENSMUST00000181770	成功
ENSG00000232993	ENSMUSG00000087289	ENST00000447867	ENSMUST00000203451	成功
ENSG00000237361	ENSMUSG00000101009	ENST00000607312	ENSMUST00000191447	成功
ENSG00000279086	ENSMUSG00000054556	ENST00000624389	ENSMUST00000140709	成功
ENSG00000259780	ENSMUSG00000085185	ENST00000564055	ENSMUST00000171563	成功
ENSG00000272183	ENSMUSG00000108780	ENST00000606287	ENSMUST00000206080	成功
ENSG00000276073	ENSMUSG00000085483	ENST00000618285	ENSMUST00000153208	成功
ENSG00000262580	ENSMUSG00000086306	ENST00000573346	ENSMUST00000156576	成功
ENSG00000279153	ENSMUSG00000104681	ENST00000623233	ENSMUST00000198925	成功
ENSG00000273238	ENSMUSG00000106304	ENST00000610212	ENSMUST00000196277	成功
ENSG00000237356	ENSMUSG00000086168	ENST00000612453	ENSMUST00000144439	成功
ENSG00000279762	ENSMUSG00000085078	ENST00000623710	ENSMUST00000133400	成功
ENSG00000229021	ENSMUSG00000102476	ENST00000432386	ENSMUST00000195137	成功
ENSG00000278356	ENSMUSG00000085739	ENST00000619883	ENSMUST00000146349	成功
ENSG00000261669	ENSMUSG00000108752	ENST00000568895	ENSMUST00000205846	成功
ENSG00000228620	ENSMUSG00000085802	ENST00000433230	ENSMUST00000135583	成功
ENSG00000255571	ENSMUSG00000108616	ENST00000538734	ENSMUST00000206829	成功
ENSG00000249588	ENSMUSG00000103437	ENST00000515504	ENSMUST00000192941	成功
ENSG00000251044	ENSMUSG00000099774	ENST00000503685	ENSMUST00000190179	成功
ENSG00000228495	ENSMUSG00000087400	ENST00000422700	ENSMUST00000125158	成功
ENSG00000283155	ENSMUSG00000103384	ENST00000507279	ENSMUST00000192178	成功
ENSG00000272128	ENSMUSG00000110317	ENST00000607091	ENSMUST00000209414	成功
ENSG00000261863	ENSMUSG00000087116	ENST00000573270	ENSMUST00000130837	成功
ENSG00000235831	ENSMUSG00000087341	ENST00000615178	ENSMUST00000204759	成功
ENSG00000259082	ENSMUSG00000097391	ENST00000555725	ENSMUST00000183068	成功
ENSG00000253279	ENSMUSG00000109964	ENST00000524059	ENSMUST00000210560	成功
ENSG00000186056	ENSMUSG00000097158	ENST00000414532	ENSMUST00000180943	成功
ENSG00000253339	ENSMUSG00000100868	ENST00000518355	ENSMUST00000186343	成功
ENSG00000248636	ENSMUSG00000107263	ENST00000537366	ENSMUST00000201457	成功
ENSG00000231305	ENSMUSG00000107719	ENST00000498297	ENSMUST00000204640	成功
ENSG00000230969	ENSMUSG00000072893	ENST00000419151	ENSMUST00000145533	成功
ENSG00000261351	ENSMUSG00000093759	ENST00000565387	ENSMUST00000176950	成功
ENSG00000203280	ENSMUSG00000106191	ENST00000366110	ENSMUST00000200193	成功
ENSG00000236311	ENSMUSG00000092346	ENST00000445873	ENSMUST00000173437	成功
ENSG00000230725	ENSMUSG00000086563	ENST00000454676	ENSMUST00000147128	成功
ENSG00000259362	ENSMUSG00000097870	ENST00000561283	ENSMUST00000181927	成功
ENSG00000263798	ENSMUSG00000085307	ENST00000582262	ENSMUST00000134436	成功
ENSG00000267244	ENSMUSG00000104429	ENST00000593201	ENSMUST00000194078	成功
ENSG00000257756	ENSMUSG00000084909	ENST00000551202	ENSMUST00000124575	成功
ENSG00000267317	ENSMUSG00000087672	ENST00000591252	ENSMUST00000135434	成功
ENSG00000203498	ENSMUSG00000100022	ENST00000423568	ENSMUST00000190396	成功
ENSG00000260500	ENSMUSG00000086805	ENST00000564226	ENSMUST00000177130	成功
ENSG00000235120	ENSMUSG00000102899	ENST00000442384	ENSMUST00000194573	成功
ENSG00000233056	ENSMUSG00000104159	ENST00000447535	ENSMUST00000193280	成功
ENSG00000254109	ENSMUSG00000097257	ENST00000517521	ENSMUST00000181097	成功
ENSG00000251185	ENSMUSG00000099468	ENST00000505930	ENSMUST00000191369	成功
ENSG00000231749	ENSMUSG00000087139	ENST00000627453	ENSMUST00000147006	成功
ENSG00000282882	ENSMUSG00000055134	ENST00000634974	ENSMUST00000135670	成功
ENSG00000261428	ENSMUSG00000104018	ENST00000568928	ENSMUST00000195509	成功
ENSG00000234155	ENSMUSG00000101335	ENST00000455071	ENSMUST00000188747	成功
ENSG00000262223	ENSMUSG00000097658	ENST00000572301	ENSMUST00000180595	成功
ENSG00000274422	ENSMUSG00000097764	ENST00000610778	ENSMUST00000181077	成功
ENSG00000280026	ENSMUSG00000103985	ENST00000625053	ENSMUST00000193015	成功
ENSG00000276397	ENSMUSG00000101773	ENST00000611889	ENSMUST00000188435	成功
ENSG00000275964	ENSMUSG00000100017	ENST00000620617	ENSMUST00000186474	成功
ENSG00000268403	ENSMUSG00000073867	ENST00000596206	ENSMUST00000098110	成功
ENSG00000267243	ENSMUSG00000102464	ENST00000593065	ENSMUST00000192013	成功
ENSG00000268472	ENSMUSG00000101304	ENST00000595053	ENSMUST00000190941	成功
ENSG00000283001	ENSMUSG00000070984	ENST00000635678	ENSMUST00000135738	成功
ENSG00000275516	ENSMUSG00000097294	ENST00000617619	ENSMUST00000181119	成功
ENSG00000279721	ENSMUSG00000107722	ENST00000624478	ENSMUST00000203191	成功
ENSG00000280725	ENSMUSG00000102699	ENST00000627569	ENSMUST00000192010	成功
ENSG00000270182	ENSMUSG00000055408	ENST00000602610	ENSMUST00000152875	成功
ENSG00000248844	ENSMUSG00000108851	ENST00000511013	ENSMUST00000207545	成功
ENSG00000234006	ENSMUSG00000092241	ENST00000420520	ENSMUST00000173576	成功
ENSG00000267480	ENSMUSG00000046415	ENST00000587619	ENSMUST00000144078	成功
ENSG00000267353	ENSMUSG00000109105	ENST00000588717	ENSMUST00000208490	成功
ENSG00000283213	ENSMUSG00000108351	ENST00000636266	ENSMUST00000206060	成功
ENSG00000175147	ENSMUSG00000100396	ENST00000404665	ENSMUST00000190911	成功
ENSG00000251024	ENSMUSG00000109583	ENST00000503593	ENSMUST00000210045	成功
ENSG00000224032	ENSMUSG00000087590	ENST00000508590	ENSMUST00000179138	成功
ENSG00000224078	ENSMUSG00000108943	ENST00000554726	ENSMUST00000207177	成功
ENSG00000279157	ENSMUSG00000109438	ENST00000623209	ENSMUST00000207688	成功
ENSG00000224691	ENSMUSG00000102990	ENST00000428391	ENSMUST00000194664	成功
ENSG00000276337	ENSMUSG00000097969	ENST00000612833	ENSMUST00000183009	成功
ENSG00000226950	ENSMUSG00000053656	ENST00000441504	ENSMUST00000117249	成功
ENSG00000282897	ENSMUSG00000086139	ENST00000635661	ENSMUST00000143618	成功
ENSG00000261889	ENSMUSG00000097517	ENST00000570843	ENSMUST00000180920	成功
ENSG00000260394	ENSMUSG00000097523	ENST00000567091	ENSMUST00000180932	成功
ENSG00000276170	ENSMUSG00000087042	ENST00000613481	ENSMUST00000134289	成功
ENSG00000232444	ENSMUSG00000097627	ENST00000420130	ENSMUST00000181381	成功
ENSG00000248554	ENSMUSG00000025450	ENST00000512498	ENSMUST00000048965	成功
ENSG00000268189	ENSMUSG00000097861	ENST00000597549	ENSMUST00000180608	成功
ENSG00000254860	ENSMUSG00000109700	ENST00000534349	ENSMUST00000210822	成功
ENSG00000249173	ENSMUSG00000086279	ENST00000507183	ENSMUST00000147206	成功
ENSG00000258489	ENSMUSG00000100664	ENST00000554412	ENSMUST00000186618	成功
ENSG00000256146	ENSMUSG00000110390	ENST00000544842	ENSMUST00000210335	成功
ENSG00000275830	ENSMUSG00000084783	ENST00000617298	ENSMUST00000148654	成功
ENSG00000233379	ENSMUSG00000089707	ENST00000435281	ENSMUST00000160117	成功
ENSG00000250451	ENSMUSG00000097003	ENST00000505700	ENSMUST00000181306	成功
ENSG00000272711	ENSMUSG00000090293	ENST00000610008	ENSMUST00000168990	成功
ENSG00000234715	ENSMUSG00000073152	ENST00000422488	ENSMUST00000084713	成功
ENSG00000279089	ENSMUSG00000086003	ENST00000624148	ENSMUST00000125406	成功
ENSG00000225733	ENSMUSG00000108625	ENST00000424349	ENSMUST00000205414	成功
ENSG00000272076	ENSMUSG00000103067	ENST00000605991	ENSMUST00000194886	成功
ENSG00000259488	ENSMUSG00000086416	ENST00000612262	ENSMUST00000123574	成功
ENSG00000271709	ENSMUSG00000101179	ENST00000603720	ENSMUST00000186697	成功
ENSG00000233538	ENSMUSG00000103272	ENST00000370380	ENSMUST00000195317	成功
ENSG00000235731	ENSMUSG00000109157	ENST00000422117	ENSMUST00000208008	成功
ENSG00000231128	ENSMUSG00000089998	ENST00000429398	ENSMUST00000160110	成功
ENSG00000279141	ENSMUSG00000097872	ENST00000628780	ENSMUST00000181730	成功
ENSG00000234810	ENSMUSG00000085790	ENST00000422374	ENSMUST00000130088	成功
ENSG00000241158	ENSMUSG00000108256	ENST00000594810	ENSMUST00000203992	成功
ENSG00000237159	ENSMUSG00000091542	ENST00000453642	ENSMUST00000169242	成功
ENSG00000255629	ENSMUSG00000100143	ENST00000536455	ENSMUST00000188932	成功
ENSG00000253986	ENSMUSG00000102611	ENST00000518590	ENSMUST00000192163	成功
ENSG00000275294	ENSMUSG00000105907	ENST00000610335	ENSMUST00000200363	成功
ENSG00000279789	ENSMUSG00000095334	ENST00000623731	ENSMUST00000123117	成功
ENSG00000255794	ENSMUSG00000098040	ENST00000547946	ENSMUST00000182870	成功
ENSG00000253551	ENSMUSG00000103329	ENST00000522541	ENSMUST00000195780	成功
ENSG00000249352	ENSMUSG00000100596	ENST00000504280	ENSMUST00000185979	成功
ENSG00000256034	ENSMUSG00000099137	ENST00000540547	ENSMUST00000184420	成功
ENSG00000277715	ENSMUSG00000020033	ENST00000611145	ENSMUST00000020222	成功
ENSG00000259818	ENSMUSG00000073779	ENST00000569869	ENSMUST00000097930	成功
ENSG00000238198	ENSMUSG00000104768	ENST00000421157	ENSMUST00000199205	成功
ENSG00000223561	ENSMUSG00000097598	ENST00000456777	ENSMUST00000180553	成功
ENSG00000204850	ENSMUSG00000097842	ENST00000377652	ENSMUST00000181501	成功
ENSG00000280377	ENSMUSG00000097699	ENST00000624460	ENSMUST00000181717	成功
ENSG00000269799	ENSMUSG00000097472	ENST00000601661	ENSMUST00000181918	成功
ENSG00000267138	ENSMUSG00000085779	ENST00000591962	ENSMUST00000150782	成功
ENSG00000280419	ENSMUSG00000098211	ENST00000623341	ENSMUST00000182145	成功
ENSG00000272798	ENSMUSG00000104576	ENST00000609964	ENSMUST00000197638	成功
ENSG00000228775	ENSMUSG00000097484	ENST00000486906	ENSMUST00000181132	成功
ENSG00000223403	ENSMUSG00000097391	ENST00000429368	ENSMUST00000183084	成功
ENSG00000237220	ENSMUSG00000100496	ENST00000416350	ENSMUST00000191519	成功
ENSG00000282897	ENSMUSG00000085177	ENST00000635661	ENSMUST00000130206	成功
ENSG00000245067	ENSMUSG00000106985	ENST00000499667	ENSMUST00000201899	成功
ENSG00000253787	ENSMUSG00000099774	ENST00000520762	ENSMUST00000190179	成功
ENSG00000233621	ENSMUSG00000044730	ENST00000424989	ENSMUST00000094769	成功
ENSG00000235533	ENSMUSG00000085022	ENST00000442260	ENSMUST00000151038	成功
ENSG00000279914	ENSMUSG00000106060	ENST00000623814	ENSMUST00000197648	成功
ENSG00000251517	ENSMUSG00000106897	ENST00000511279	ENSMUST00000202906	成功
ENSG00000279649	ENSMUSG00000097026	ENST00000623181	ENSMUST00000180410	成功
ENSG00000229191	ENSMUSG00000102414	ENST00000458003	ENSMUST00000191612	成功
ENSG00000274478	ENSMUSG00000097424	ENST00000621177	ENSMUST00000181133	成功
ENSG00000279266	ENSMUSG00000109154	ENST00000623701	ENSMUST00000208559	成功
ENSG00000279693	ENSMUSG00000097026	ENST00000624251	ENSMUST00000180410	成功
ENSG00000277675	ENSMUSG00000106969	ENST00000616609	ENSMUST00000201788	成功
ENSG00000255041	ENSMUSG00000085976	ENST00000528445	ENSMUST00000152230	成功
ENSG00000233110	ENSMUSG00000085440	ENST00000411847	ENSMUST00000135116	成功
ENSG00000205018	ENSMUSG00000090174	ENST00000378347	ENSMUST00000162198	成功
ENSG00000259218	ENSMUSG00000108476	ENST00000561201	ENSMUST00000206387	成功
ENSG00000234714	ENSMUSG00000086408	ENST00000411436	ENSMUST00000141758	成功
ENSG00000256633	ENSMUSG00000109656	ENST00000545254	ENSMUST00000210076	成功
ENSG00000228133	ENSMUSG00000109715	ENST00000425277	ENSMUST00000209836	成功
ENSG00000259082	ENSMUSG00000098202	ENST00000555725	ENSMUST00000182785	成功
ENSG00000255426	ENSMUSG00000085261	ENST00000532068	ENSMUST00000141341	成功
ENSG00000282793	ENSMUSG00000100094	ENST00000632451	ENSMUST00000185464	成功
ENSG00000256008	ENSMUSG00000086368	ENST00000540369	ENSMUST00000149609	成功
ENSG00000279193	ENSMUSG00000072591	ENST00000624565	ENSMUST00000091324	成功
ENSG00000228235	ENSMUSG00000086241	ENST00000429512	ENSMUST00000127576	成功
ENSG00000233973	ENSMUSG00000104826	ENST00000440762	ENSMUST00000198230	成功
ENSG00000237978	ENSMUSG00000102825	ENST00000432385	ENSMUST00000191961	成功
ENSG00000214548	ENSMUSG00000097451	ENST00000398460	ENSMUST00000182406	成功
ENSG00000258754	ENSMUSG00000103673	ENST00000555023	ENSMUST00000192910	成功
ENSG00000280048	ENSMUSG00000109021	ENST00000624746	ENSMUST00000207627	成功
ENSG00000235478	ENSMUSG00000093739	ENST00000428078	ENSMUST00000177251	成功
ENSG00000262662	ENSMUSG00000085501	ENST00000571591	ENSMUST00000136542	成功
ENSG00000279187	ENSMUSG00000085636	ENST00000624065	ENSMUST00000140273	成功
ENSG00000246130	ENSMUSG00000099027	ENST00000501897	ENSMUST00000183642	成功
ENSG00000273363	ENSMUSG00000107434	ENST00000609898	ENSMUST00000203927	成功
ENSG00000272588	ENSMUSG00000105590	ENST00000607877	ENSMUST00000196046	成功
ENSG00000262343	ENSMUSG00000084887	ENST00000570408	ENSMUST00000127327	成功
ENSG00000237870	ENSMUSG00000085264	ENST00000457033	ENSMUST00000131334	成功
ENSG00000272807	ENSMUSG00000103382	ENST00000608095	ENSMUST00000195880	成功
ENSG00000229989	ENSMUSG00000103427	ENST00000436880	ENSMUST00000194483	成功
ENSG00000279965	ENSMUSG00000096938	ENST00000623716	ENSMUST00000181315	成功
ENSG00000261193	ENSMUSG00000098184	ENST00000568267	ENSMUST00000182352	成功
ENSG00000231873	ENSMUSG00000104494	ENST00000412811	ENSMUST00000193250	成功
ENSG00000267416	ENSMUSG00000087013	ENST00000589740	ENSMUST00000128213	成功
ENSG00000260588	ENSMUSG00000054822	ENST00000563810	ENSMUST00000186344	成功
ENSG00000255244	ENSMUSG00000109317	ENST00000528646	ENSMUST00000207366	成功
ENSG00000257808	ENSMUSG00000097050	ENST00000550908	ENSMUST00000181801	成功
ENSG00000279569	ENSMUSG00000097380	ENST00000623414	ENSMUST00000180679	成功
ENSG00000254485	ENSMUSG00000086429	ENST00000518331	ENSMUST00000133467	成功
ENSG00000255618	ENSMUSG00000107225	ENST00000545276	ENSMUST00000202206	成功
ENSG00000255621	ENSMUSG00000108239	ENST00000543321	ENSMUST00000204330	成功
ENSG00000234754	ENSMUSG00000104419	ENST00000439004	ENSMUST00000191770	成功
ENSG00000229240	ENSMUSG00000097774	ENST00000613357	ENSMUST00000181642	成功
ENSG00000248932	ENSMUSG00000051074	ENST00000381790	ENSMUST00000194714	成功
ENSG00000225929	ENSMUSG00000097578	ENST00000449652	ENSMUST00000181384	成功
ENSG00000267272	ENSMUSG00000104969	ENST00000619924	ENSMUST00000198564	成功
ENSG00000249464	ENSMUSG00000106062	ENST00000514823	ENSMUST00000199414	成功
ENSG00000263345	ENSMUSG00000085609	ENST00000574290	ENSMUST00000134252	成功
ENSG00000235056	ENSMUSG00000104067	ENST00000418387	ENSMUST00000194762	成功
ENSG00000272555	ENSMUSG00000103145	ENST00000608881	ENSMUST00000194616	成功
ENSG00000237595	ENSMUSG00000087684	ENST00000435301	ENSMUST00000143649	成功
ENSG00000269535	ENSMUSG00000097781	ENST00000594379	ENSMUST00000180842	成功
ENSG00000261672	ENSMUSG00000109908	ENST00000561655	ENSMUST00000211191	成功
ENSG00000232907	ENSMUSG00000087179	ENST00000559804	ENSMUST00000149275	成功
ENSG00000254288	ENSMUSG00000097744	ENST00000519323	ENSMUST00000181371	成功
ENSG00000218510	ENSMUSG00000086845	ENST00000416769	ENSMUST00000140495	成功
ENSG00000265121	ENSMUSG00000086050	ENST00000584075	ENSMUST00000123882	成功
ENSG00000274031	ENSMUSG00000097520	ENST00000618027	ENSMUST00000181864	成功
ENSG00000253452	ENSMUSG00000109794	ENST00000523748	ENSMUST00000209671	成功
ENSG00000272669	ENSMUSG00000087543	ENST00000609212	ENSMUST00000128342	成功
ENSG00000263731	ENSMUSG00000097658	ENST00000582866	ENSMUST00000180595	成功
ENSG00000225437	ENSMUSG00000089907	ENST00000418665	ENSMUST00000162432	成功
ENSG00000236662	ENSMUSG00000092369	ENST00000447344	ENSMUST00000174082	成功
ENSG00000270823	ENSMUSG00000097998	ENST00000604666	ENSMUST00000183056	成功
ENSG00000242407	ENSMUSG00000085645	ENST00000495536	ENSMUST00000150698	成功
ENSG00000280073	ENSMUSG00000097575	ENST00000624684	ENSMUST00000181092	成功
ENSG00000236719	ENSMUSG00000073535	ENST00000442621	ENSMUST00000097531	成功
ENSG00000238164	ENSMUSG00000073686	ENST00000416860	ENSMUST00000097750	成功
ENSG00000233077	ENSMUSG00000087684	ENST00000441214	ENSMUST00000143649	成功
ENSG00000260565	ENSMUSG00000085185	ENST00000568395	ENSMUST00000137883	成功
ENSG00000244706	ENSMUSG00000102188	ENST00000470523	ENSMUST00000193087	成功
ENSG00000254710	ENSMUSG00000087135	ENST00000531681	ENSMUST00000149386	成功
ENSG00000232936	ENSMUSG00000097558	ENST00000451733	ENSMUST00000181777	成功
ENSG00000229867	ENSMUSG00000101275	ENST00000454260	ENSMUST00000186237	成功
ENSG00000267747	ENSMUSG00000071818	ENST00000588996	ENSMUST00000123249	成功
ENSG00000234432	ENSMUSG00000097559	ENST00000610122	ENSMUST00000181842	成功
ENSG00000268603	ENSMUSG00000099519	ENST00000601508	ENSMUST00000185727	成功
ENSG00000254928	ENSMUSG00000099137	ENST00000530510	ENSMUST00000183512	成功
ENSG00000230487	ENSMUSG00000105335	ENST00000437621	ENSMUST00000196396	成功
ENSG00000261044	ENSMUSG00000091709	ENST00000563435	ENSMUST00000163707	成功
ENSG00000279145	ENSMUSG00000098332	ENST00000623483	ENSMUST00000184319	成功
ENSG00000279250	ENSMUSG00000092569	ENST00000624979	ENSMUST00000174338	成功
ENSG00000255775	ENSMUSG00000101162	ENST00000539206	ENSMUST00000204130	成功
ENSG00000276997	ENSMUSG00000103451	ENST00000620399	ENSMUST00000195148	成功
ENSG00000247092	ENSMUSG00000100975	ENST00000500370	ENSMUST00000185486	成功
ENSG00000253552	ENSMUSG00000108244	ENST00000521687	ENSMUST00000203453	成功
ENSG00000254235	ENSMUSG00000109688	ENST00000520255	ENSMUST00000211189	成功
ENSG00000231024	ENSMUSG00000108059	ENST00000415342	ENSMUST00000204543	成功
ENSG00000256292	ENSMUSG00000105593	ENST00000536330	ENSMUST00000196784	成功
ENSG00000229854	ENSMUSG00000106856	ENST00000434375	ENSMUST00000202132	成功
ENSG00000272993	ENSMUSG00000093553	ENST00000608318	ENSMUST00000176742	成功
