human_id,other_id,sim
ENST00000564739.1|ENSG00000261369.1|OTTHUMG00000175530.1|OTTHUMT00000430410.1|RP11-474B12.1-001|RP11-474B12.1|870|,ENSMUST00000183645.1|ENSMUSG00000098439.1|OTTMUSG00000044797.1|OTTMUST00000117745.1|Hm629797-001|Hm629797|2398|,0.9634448
ENST00000555968.1|ENSG00000258727.1|OTTHUMG00000171522.1|OTTHUMT00000413878.1|RP11-66N24.3-001|RP11-66N24.3|3243|,ENSMUST00000183750.1|ENSMUSG00000093452.3|OTTMUSG00000049453.1|OTTMUST00000126072.1|Zfhx2os-001|Zfhx2os|2487|,0.9843444
ENST00000558388.6|ENSG00000259772.6|OTTHUMG00000172223.2|OTTHUMT00000417394.2|RP11-16E12.2-001|RP11-16E12.2|1024|,ENSMUST00000183782.7|ENSMUSG00000098708.7|OTTMUSG00000044889.1|OTTMUST00000117947.1|Gm27252-002|Gm27252|689|,0.95403886
ENST00000501648.2|ENSG00000245008.3|OTTHUMG00000165791.2|OTTHUMT00000386223.1|RP11-744N12.3-001|RP11-744N12.3|1916|,ENSMUST00000183818.1|ENSMUSG00000098645.1|OTTMUSG00000044681.1|OTTMUST00000117516.1|Gm27201-001|Gm27201|416|,0.94480467
ENST00000614874.1|ENSG00000275560.1|OTTHUMG00000187159.1|OTTHUMT00000474508.1|RP11-180M15.7-001|RP11-180M15.7|549|,ENSMUST00000183867.6|ENSMUSG00000098318.7|OTTMUSG00000044949.3|OTTMUST00000118132.2|Lockd-001|Lockd|5662|,0.947183
ENST00000441845.1|ENSG00000236996.1|OTTHUMG00000014890.1|OTTHUMT00000040978.1|MLIP-IT1-001|MLIP-IT1|643|,ENSMUST00000183878.1|ENSMUSG00000099170.1|OTTMUSG00000044850.1|OTTMUST00000117861.1|5730403I07Rik-001|5730403I07Rik|2033|,0.9478386
ENST00000416341.1|ENSG00000230229.1|OTTHUMG00000018554.1|OTTHUMT00000048933.1|RP11-90J7.4-001|RP11-90J7.4|381|,ENSMUST00000184083.1|ENSMUSG00000098609.1|OTTMUSG00000044563.1|OTTMUST00000117283.1|Anxa11os-001|Anxa11os|2479|,0.931519
ENST00000416909.1|ENSG00000223392.1|OTTHUMG00000017220.1|OTTHUMT00000045490.1|CLDN10-AS1-001|CLDN10-AS1|895|,ENSMUST00000184172.1|ENSMUSG00000098630.1|OTTMUSG00000044445.1|OTTMUST00000117048.1|Gm27198-001|Gm27198|1517|,0.96630824
ENST00000602328.1|ENSG00000270137.1|OTTHUMG00000184050.1|OTTHUMT00000467925.1|CTC-137K3.1-001|CTC-137K3.1|725|,ENSMUST00000184211.1|ENSMUSG00000099054.1|OTTMUSG00000044959.1|OTTMUST00000118154.1|Gm27242-001|Gm27242|1151|,0.91599756
ENST00000608574.1|ENSG00000273382.1|OTTHUMG00000186359.1|OTTHUMT00000472999.1|RP5-1065J22.8-001|RP5-1065J22.8|2888|,ENSMUST00000184260.1|ENSMUSG00000098800.1|OTTMUSG00000044645.1|OTTMUST00000117444.1|Gm27244-001|Gm27244|380|,0.93805814
ENST00000633189.1|ENSG00000282021.1|OTTHUMG00000190740.1|OTTHUMT00000485884.1|CTD-2336O2.3-001|CTD-2336O2.3|2240|,ENSMUST00000184288.1|ENSMUSG00000098322.1|OTTMUSG00000044893.1|OTTMUST00000117983.1|5830468F06Rik-001|5830468F06Rik|1104|,0.9593698
ENST00000612282.1|ENSG00000277245.1|OTTHUMG00000186901.1|OTTHUMT00000473983.1|RP11-48G14.3-001|RP11-48G14.3|578|,ENSMUST00000184373.1|ENSMUSG00000098573.1|OTTMUSG00000044821.1|OTTMUST00000117803.1|Gm27232-001|Gm27232|597|,0.940502
ENST00000561523.1|ENSG00000261623.1|OTTHUMG00000173490.2|OTTHUMT00000423257.2|RP11-189E14.4-001|RP11-189E14.4|3673|,ENSMUST00000184406.1|ENSMUSG00000098360.1|OTTMUSG00000044474.1|OTTMUST00000117094.1|4930535O05Rik-001|4930535O05Rik|419|,0.96143615
ENST00000560533.5|ENSG00000259234.5|OTTHUMG00000172071.2|OTTHUMT00000417804.1|ANKRD34C-AS1-007|ANKRD34C-AS1|612|,ENSMUST00000184444.7|ENSMUSG00000098627.7|OTTMUSG00000044479.1|OTTMUST00000117103.1|4930524O08Rik-001|4930524O08Rik|2719|,0.9634557
ENST00000581213.1|ENSG00000264243.1|OTTHUMG00000178291.1|OTTHUMT00000441396.1|RP11-6N17.1-001|RP11-6N17.1|816|,ENSMUST00000184482.7|ENSMUSG00000087117.8|OTTMUSG00000001726.2|OTTMUST00000117886.1|Gm11523-002|Gm11523|802|,0.9628973
ENST00000333854.2|ENSG00000182873.5|OTTHUMG00000001239.2|OTTHUMT00000003654.1|RP11-181G12.2-001|RP11-181G12.2|1253|,ENSMUST00000184626.1|ENSMUSG00000098729.1|OTTMUSG00000044449.1|OTTMUST00000117055.1|Gm27200-001|Gm27200|657|,0.9149735
ENST00000520375.1|ENSG00000254002.1|OTTHUMG00000163869.1|OTTHUMT00000376059.1|RP11-213G6.2-001|RP11-213G6.2|443|,ENSMUST00000184653.1|ENSMUSG00000098255.1|OTTMUSG00000044503.1|OTTMUST00000117143.1|Gm27223-001|Gm27223|606|,0.91325027
ENST00000434196.2|ENSG00000235050.6|OTTHUMG00000014889.5|OTTHUMT00000040977.3|MLIP-AS1-001|MLIP-AS1|1534|,ENSMUST00000184658.1|ENSMUSG00000099094.1|OTTMUSG00000044854.2|OTTMUST00000117877.2|Gm19569-001|Gm19569|1305|,0.95825315
ENST00000607580.1|ENSG00000272545.1|OTTHUMG00000185451.1|OTTHUMT00000470548.1|CTC-527H23.4-001|CTC-527H23.4|580|,ENSMUST00000184692.1|ENSMUSG00000098854.1|OTTMUSG00000044468.1|OTTMUST00000117086.1|Gm5118-001|Gm5118|2203|,0.95563954
ENST00000567141.1|ENSG00000261762.1|OTTHUMG00000177203.1|OTTHUMT00000435831.1|RP11-650L12.2-001|RP11-650L12.2|2154|,ENSMUST00000184823.1|ENSMUSG00000098727.1|OTTMUSG00000044478.1|OTTMUST00000117101.1|1700017I07Rik-001|1700017I07Rik|462|,0.91638094
ENST00000515822.1|ENSG00000250242.1|OTTHUMG00000163153.1|OTTHUMT00000371857.1|RP11-438C19.1-001|RP11-438C19.1|584|,ENSMUST00000184994.7|ENSMUSG00000098284.7|OTTMUSG00000044951.1|OTTMUST00000118142.1|A330093E20Rik-001|A330093E20Rik|2327|,0.96164036
ENST00000549223.1|ENSG00000257657.2|OTTHUMG00000169469.2|OTTHUMT00000404206.1|RP11-352M15.1-002|RP11-352M15.1|725|,ENSMUST00000185067.1|ENSMUSG00000097536.2|OTTMUSG00000044625.3|OTTMUST00000117411.3|2610037D02Rik-001|2610037D02Rik|2997|,0.96301204
ENST00000525706.1|ENSG00000254588.1|OTTHUMG00000165800.1|OTTHUMT00000386275.1|RP11-1007G5.2-001|RP11-1007G5.2|1387|,ENSMUST00000185169.1|ENSMUSG00000099025.1|OTTMUSG00000044663.1|OTTMUST00000117496.1|Gm27162-001|Gm27162|2478|,0.9755704
ENST00000586389.1|ENSG00000267655.1|OTTHUMG00000180261.1|OTTHUMT00000450498.1|CTD-2286N8.2-001|CTD-2286N8.2|714|,ENSMUST00000185180.1|ENSMUSG00000098880.1|OTTMUSG00000044452.1|OTTMUST00000117065.1|Gm27238-001|Gm27238|417|,0.91371757
ENST00000609575.1|ENSG00000272677.1|OTTHUMG00000186309.2|OTTHUMT00000472825.1|RP11-127B20.3-001|RP11-127B20.3|619|,ENSMUST00000185221.6|ENSMUSG00000100157.6|OTTMUSG00000046079.1|OTTMUST00000120314.1|2310034O05Rik-001|2310034O05Rik|1107|,0.9262358
ENST00000535917.5|ENSG00000257083.5|OTTHUMG00000169070.1|OTTHUMT00000402072.1|RP11-123O10.3-001|RP11-123O10.3|775|,ENSMUST00000185238.1|ENSMUSG00000100558.1|OTTMUSG00000045154.1|OTTMUST00000118657.1|1700025F24Rik-001|1700025F24Rik|894|,0.9510088
ENST00000563568.1|ENSG00000261779.1|OTTHUMG00000172790.1|OTTHUMT00000420495.1|RP11-69H7.3-001|RP11-69H7.3|206|,ENSMUST00000185243.1|ENSMUSG00000100282.1|OTTMUSG00000045221.1|OTTMUST00000118808.1|1700041C23Rik-001|1700041C23Rik|395|,0.8980881
ENST00000557691.1|ENSG00000259153.1|OTTHUMG00000171250.1|OTTHUMT00000412557.1|RP6-65G23.3-001|RP6-65G23.3|629|,ENSMUST00000185303.1|ENSMUSG00000099478.1|OTTMUSG00000047089.1|OTTMUST00000121886.1|Gm28370-001|Gm28370|3375|,0.93226475
ENST00000413841.1|ENSG00000227033.1|OTTHUMG00000153384.1|OTTHUMT00000330973.1|AC105461.1-001|AC105461.1|391|,ENSMUST00000185304.1|ENSMUSG00000099401.1|OTTMUSG00000048143.1|OTTMUST00000123646.1|Gm28375-001|Gm28375|430|,0.9147061
ENST00000499137.6|ENSG00000246985.7|OTTHUMG00000170159.1|OTTHUMT00000407726.1|SOCS2-AS1-001|SOCS2-AS1|3325|,ENSMUST00000185313.1|ENSMUSG00000100550.1|OTTMUSG00000046082.1|OTTMUST00000120319.1|2310039L15Rik-001|2310039L15Rik|642|,0.95332736
ENST00000499522.6|ENSG00000247081.7|OTTHUMG00000164798.4|OTTHUMT00000380348.1|BAALC-AS1-004|BAALC-AS1|1353|,ENSMUST00000185323.1|ENSMUSG00000102106.1|OTTMUSG00000046208.1|OTTMUST00000120509.1|2310043O21Rik-001|2310043O21Rik|621|,0.9405394
ENST00000428825.8|ENSG00000233665.8|OTTHUMG00000018181.5|OTTHUMT00000047963.4|RP11-523O18.5-001|RP11-523O18.5|1610|,ENSMUST00000185335.1|ENSMUSG00000101086.1|OTTMUSG00000047057.1|OTTMUST00000121840.1|Gm28651-001|Gm28651|644|,0.95157516
ENST00000563751.1|ENSG00000261332.1|OTTHUMG00000176967.1|OTTHUMT00000434530.1|RP11-297C4.1-001|RP11-297C4.1|577|,ENSMUST00000185351.1|ENSMUSG00000101225.1|OTTMUSG00000045025.1|OTTMUST00000118315.1|1700008J07Rik-001|1700008J07Rik|2432|,0.9582397
ENST00000430970.1|ENSG00000234134.1|OTTHUMG00000019232.1|OTTHUMT00000050920.1|RP11-383C5.5-001|RP11-383C5.5|300|,ENSMUST00000185366.1|ENSMUSG00000101546.1|OTTMUSG00000047455.1|OTTMUST00000122509.1|Gm28747-001|Gm28747|571|,0.9165111
ENST00000435356.2|ENSG00000203392.3|OTTHUMG00000186972.1|OTTHUMT00000474130.1|CTD-2026K11.6-001|CTD-2026K11.6|2205|,ENSMUST00000185378.1|ENSMUSG00000099543.1|OTTMUSG00000048403.1|OTTMUST00000124097.1|Gm29322-001|Gm29322|582|,0.9455832
ENST00000544421.1|ENSG00000257052.1|OTTHUMG00000167799.1|OTTHUMT00000396341.1|RP11-881M11.2-001|RP11-881M11.2|810|,ENSMUST00000185380.1|ENSMUSG00000101264.1|OTTMUSG00000046937.1|OTTMUST00000121657.1|Gm28347-001|Gm28347|382|,0.92177534
ENST00000608183.1|ENSG00000228918.3|OTTHUMG00000037403.1|OTTHUMT00000091037.1|LINC01344-001|LINC01344|2631|,ENSMUST00000185385.1|ENSMUSG00000100014.1|OTTMUSG00000049778.1|OTTMUST00000126789.1|Gm29290-001|Gm29290|597|,0.96172047
ENST00000623307.1|ENSG00000279356.1|OTTHUMG00000177901.1|OTTHUMT00000439595.1|RP11-429P3.8-001|RP11-429P3.8|2125|,ENSMUST00000185395.1|ENSMUSG00000062704.3|OTTMUSG00000047653.1|OTTMUST00000122823.1|9430002A10Rik-001|9430002A10Rik|475|,0.94238347
ENST00000413842.1|ENSG00000235726.5|OTTHUMG00000153147.1|OTTHUMT00000329759.1|AC010148.1-001|AC010148.1|1652|,ENSMUST00000185425.1|ENSMUSG00000099848.1|OTTMUSG00000048264.1|OTTMUST00000123872.1|Gm29337-001|Gm29337|284|,0.8910984
ENST00000637466.1|ENSG00000283627.1|OTTHUMG00000191619.1|OTTHUMT00000488863.1|RP11-151G14.2-001|RP11-151G14.2|490|,ENSMUST00000185441.1|ENSMUSG00000099597.1|OTTMUSG00000047101.1|OTTMUST00000121910.1|Gm28933-001|Gm28933|1407|,0.9505314
ENST00000584677.1|ENSG00000263547.1|OTTHUMG00000179130.1|OTTHUMT00000444923.1|RP11-1O2.1-001|RP11-1O2.1|2794|,ENSMUST00000185460.1|ENSMUSG00000100430.1|OTTMUSG00000045343.1|OTTMUST00000119059.1|1700095A13Rik-001|1700095A13Rik|711|,0.9501507
ENST00000568384.1|ENSG00000260633.1|OTTHUMG00000175807.1|OTTHUMT00000431114.1|RP11-375I20.6-001|RP11-375I20.6|1946|,ENSMUST00000185478.1|ENSMUSG00000099491.1|OTTMUSG00000048629.1|OTTMUST00000124548.1|4930533D04Rik-001|4930533D04Rik|788|,0.94996184
ENST00000453039.1|ENSG00000231955.1|OTTHUMG00000154651.1|OTTHUMT00000336464.1|AC007383.4-001|AC007383.4|1411|,ENSMUST00000185480.1|ENSMUSG00000101599.1|OTTMUSG00000047511.1|OTTMUST00000122580.1|Gm20342-001|Gm20342|9720|,0.96976686
ENST00000556796.1|ENSG00000259143.1|OTTHUMG00000171628.1|OTTHUMT00000414517.1|CTD-2240H23.2-001|CTD-2240H23.2|594|,ENSMUST00000185486.1|ENSMUSG00000100975.1|OTTMUSG00000048328.1|OTTMUST00000123958.1|Gm28875-001|Gm28875|642|,0.9213363
ENST00000552835.5|ENSG00000257252.5|OTTHUMG00000170154.1|OTTHUMT00000407698.1|RP11-486A14.2-001|RP11-486A14.2|814|,ENSMUST00000185499.1|ENSMUSG00000101517.6|OTTMUSG00000046795.1|OTTMUST00000121427.1|4732465J04Rik-002|4732465J04Rik|2751|,0.9547727
ENST00000426578.1|ENSG00000229356.1|OTTHUMG00000040842.1|OTTHUMT00000098090.1|LRRC3-AS1-001|LRRC3-AS1|784|,ENSMUST00000185513.1|ENSMUSG00000096573.2|OTTMUSG00000045098.1|OTTMUST00000118504.1|1700009J07Rik-002|1700009J07Rik|1084|,0.9253586
ENST00000623836.1|ENSG00000280083.1|OTTHUMG00000176273.1|OTTHUMT00000431709.1|RP11-317J9.1-001|RP11-317J9.1|1953|,ENSMUST00000185516.1|ENSMUSG00000101628.1|OTTMUSG00000046882.1|OTTMUST00000121556.1|Gm28177-001|Gm28177|3532|,0.97519517
ENST00000527100.1|ENSG00000255015.1|OTTHUMG00000166037.1|OTTHUMT00000387572.1|RP11-716H6.1-001|RP11-716H6.1|507|,ENSMUST00000185538.1|ENSMUSG00000100158.1|OTTMUSG00000046485.1|OTTMUST00000120982.1|Gm28119-001|Gm28119|298|,0.9098716
ENST00000635000.1|ENSG00000270049.2|OTTHUMG00000184048.2|OTTHUMT00000488805.1|RP11-297D21.4-004|RP11-297D21.4|1462|,ENSMUST00000185540.1|ENSMUSG00000099465.1|OTTMUSG00000049549.1|OTTMUST00000126292.1|Gm3830-001|Gm3830|1715|,0.96203494
ENST00000594299.1|ENSG00000269653.1|OTTHUMG00000182401.1|OTTHUMT00000461015.1|CTB-102L5.7-001|CTB-102L5.7|1890|,ENSMUST00000185541.1|ENSMUSG00000100400.1|OTTMUSG00000047441.1|OTTMUST00000122491.1|Gm29326-001|Gm29326|2451|,0.98030007
ENST00000622296.1|ENSG00000274629.1|OTTHUMG00000188189.1|OTTHUMT00000476535.1|RP11-92F20.1-001|RP11-92F20.1|775|,ENSMUST00000185548.1|ENSMUSG00000099552.1|OTTMUSG00000047896.1|OTTMUST00000123184.1|9830004L10Rik-002|9830004L10Rik|2177|,0.9604941
ENST00000506041.2|ENSG00000250156.3|OTTHUMG00000185341.2|OTTHUMT00000370141.2|CTC-498M16.2-001|CTC-498M16.2|1626|,ENSMUST00000185600.1|ENSMUSG00000100891.1|OTTMUSG00000047603.1|OTTMUST00000122743.1|2810049E08Rik-001|2810049E08Rik|1102|,0.9658657
ENST00000505706.1|ENSG00000249203.1|OTTHUMG00000162229.1|OTTHUMT00000368015.1|RP11-473L15.3-001|RP11-473L15.3|584|,ENSMUST00000185602.6|ENSMUSG00000100727.6|OTTMUSG00000045020.1|OTTMUST00000118295.1|1700003P14Rik-001|1700003P14Rik|1078|,0.9432205
ENST00000624405.1|ENSG00000279534.1|OTTHUMG00000172748.1|OTTHUMT00000420357.1|AP001340.3-001|AP001340.3|217|,ENSMUST00000185662.6|ENSMUSG00000097418.7|OTTMUSG00000047282.2|OTTMUST00000122236.1|Mir155hg-002|Mir155hg|1362|,0.8483062
ENST00000431609.1|ENSG00000231426.5|OTTHUMG00000015697.1|OTTHUMT00000042469.1|RP5-899B16.1-001|RP5-899B16.1|956|,ENSMUST00000185722.1|ENSMUSG00000101969.2|OTTMUSG00000046531.2|OTTMUST00000121055.2|Gm20125-001|Gm20125|3201|,0.9760881
ENST00000607956.1|ENSG00000272644.1|OTTHUMG00000186316.1|OTTHUMT00000472860.1|RP11-33O4.1-001|RP11-33O4.1|456|,ENSMUST00000185727.1|ENSMUSG00000099519.1|OTTMUSG00000048529.1|OTTMUST00000124354.1|Gm29253-001|Gm29253|5231|,0.95166516
ENST00000533106.1|ENSG00000254952.1|OTTHUMG00000167240.1|OTTHUMT00000393845.1|AP001257.1-001|AP001257.1|385|,ENSMUST00000185737.1|ENSMUSG00000100392.1|OTTMUSG00000047104.1|OTTMUST00000121915.1|Gm28935-001|Gm28935|568|,0.93608564
ENST00000608596.1|ENSG00000272839.1|OTTHUMG00000186392.1|OTTHUMT00000473081.1|RP11-452C13.1-001|RP11-452C13.1|617|,ENSMUST00000185746.1|ENSMUSG00000099907.1|OTTMUSG00000048811.2|OTTMUST00000124870.1|Gm10421-002|Gm10421|3118|,0.9517292
ENST00000442318.1|ENSG00000224717.1|OTTHUMG00000037202.1|OTTHUMT00000090406.1|RP11-576D8.4-001|RP11-576D8.4|2885|,ENSMUST00000185761.1|ENSMUSG00000101549.1|OTTMUSG00000049385.1|OTTMUST00000125887.1|Gm29630-001|Gm29630|359|,0.9557336
ENST00000609721.1|ENSG00000272609.1|OTTHUMG00000185981.2|OTTHUMT00000471907.2|RP11-461M2.2-001|RP11-461M2.2|474|,ENSMUST00000185764.1|ENSMUSG00000101584.1|OTTMUSG00000048240.1|OTTMUST00000123835.1|4930519F24Rik-001|4930519F24Rik|579|,0.9342862
ENST00000533575.5|ENSG00000254562.5|OTTHUMG00000166467.1|OTTHUMT00000389879.1|LINC01493-001|LINC01493|581|,ENSMUST00000185786.1|ENSMUSG00000101186.1|OTTMUSG00000047533.1|OTTMUST00000122638.1|Gm29235-001|Gm29235|442|,0.9217186
ENST00000597346.1|ENSG00000269821.1|OTTHUMG00000171022.2|OTTHUMT00000411275.2|KCNQ1OT1-001|KCNQ1OT1|91667|,ENSMUST00000185789.1|ENSMUSG00000101609.1|OTTMUSG00000046380.2|OTTMUST00000120849.2|Kcnq1ot1-001|Kcnq1ot1|84395|,0.99873847
ENST00000624849.1|ENSG00000279320.1|OTTHUMG00000175835.1|OTTHUMT00000431157.1|RP11-329N15.3-001|RP11-329N15.3|1991|,ENSMUST00000185794.1|ENSMUSG00000101370.1|OTTMUSG00000046979.1|OTTMUST00000121733.1|Gm29139-001|Gm29139|248|,0.8894412
ENST00000412240.1|ENSG00000230794.1|OTTHUMG00000086462.1|OTTHUMT00000194412.1|AF015720.3-001|AF015720.3|349|,ENSMUST00000185803.1|ENSMUSG00000099968.6|OTTMUSG00000045186.1|OTTMUST00000118726.1|1700029J03Rik-001|1700029J03Rik|789|,0.93886316
ENST00000440723.1|ENSG00000235455.1|OTTHUMG00000156912.1|OTTHUMT00000346592.1|IQCF5-AS1-001|IQCF5-AS1|2000|,ENSMUST00000185808.1|ENSMUSG00000099879.1|OTTMUSG00000049424.1|OTTMUST00000125997.1|Gm29123-001|Gm29123|3657|,0.97908497
ENST00000613838.1|ENSG00000277831.1|OTTHUMG00000187407.1|OTTHUMT00000474909.1|RP11-269C23.5-001|RP11-269C23.5|513|,ENSMUST00000185809.1|ENSMUSG00000101009.6|OTTMUSG00000045409.1|OTTMUST00000119157.1|1700108F19Rik-003|1700108F19Rik|2252|,0.94164354
ENST00000520259.1|ENSG00000253967.1|OTTHUMG00000164437.1|OTTHUMT00000378762.1|RP11-333A23.4-001|RP11-333A23.4|2367|,ENSMUST00000185813.1|ENSMUSG00000101476.1|OTTMUSG00000049110.1|OTTMUST00000125381.1|Gm29570-001|Gm29570|681|,0.9585166
ENST00000432993.1|ENSG00000239498.1|OTTHUMG00000153855.1|OTTHUMT00000332708.1|AC114765.1-001|AC114765.1|754|,ENSMUST00000185857.1|ENSMUSG00000100827.1|OTTMUSG00000047719.1|OTTMUST00000122932.1|Gm29069-001|Gm29069|675|,0.9650561
ENST00000413151.1|ENSG00000234162.1|OTTHUMG00000153152.1|OTTHUMT00000329797.1|AC009505.4-001|AC009505.4|424|,ENSMUST00000185910.1|ENSMUSG00000100764.1|OTTMUSG00000046393.1|OTTMUST00000120865.1|Gm29155-002|Gm29155|269|,0.86859906
ENST00000451101.1|ENSG00000227363.1|OTTHUMG00000151491.1|OTTHUMT00000322867.1|AC019172.2-001|AC019172.2|717|,ENSMUST00000185916.1|ENSMUSG00000102012.1|OTTMUSG00000048285.1|OTTMUST00000123901.1|1700022F17Rik-001|1700022F17Rik|1062|,0.9416756
ENST00000381493.2|ENSG00000205745.2|OTTHUMG00000155057.2|OTTHUMT00000338269.2|AC083864.4-001|AC083864.4|1497|,ENSMUST00000185935.1|ENSMUSG00000100824.1|OTTMUSG00000046469.1|OTTMUST00000120960.1|Gm29375-001|Gm29375|447|,0.9481847
ENST00000624941.3|ENSG00000280241.3|OTTHUMG00000189143.1|OTTHUMT00000478940.1|RP11-290O12.2-001|RP11-290O12.2|977|,ENSMUST00000185938.1|ENSMUSG00000101334.1|OTTMUSG00000045181.2|OTTMUST00000118715.2|1700028M03Rik-001|1700028M03Rik|476|,0.8894456
ENST00000565962.1|ENSG00000260574.1|OTTHUMG00000175926.1|OTTHUMT00000431280.1|RP11-801I18.1-001|RP11-801I18.1|87|,ENSMUST00000185960.1|ENSMUSG00000056031.13|OTTMUSG00000045040.1|OTTMUST00000118354.1|9330154J02Rik-003|9330154J02Rik|2557|,0.85042936
ENST00000436841.1|ENSG00000226508.1|OTTHUMG00000153079.1|OTTHUMT00000329371.1|AC104655.3-001|AC104655.3|797|,ENSMUST00000185980.1|ENSMUSG00000100269.1|OTTMUSG00000046305.1|OTTMUST00000120711.1|Gm28782-001|Gm28782|414|,0.8833479
ENST00000509530.1|ENSG00000248482.1|OTTHUMG00000163061.1|OTTHUMT00000371551.1|CTC-276P9.3-001|CTC-276P9.3|541|,ENSMUST00000185995.1|ENSMUSG00000100096.1|OTTMUSG00000045334.1|OTTMUST00000119048.1|Gm28760-002|Gm28760|736|,0.92646873
ENST00000422017.1|ENSG00000232227.5|OTTHUMG00000154344.1|OTTHUMT00000334886.1|AC013401.2-001|AC013401.2|626|,ENSMUST00000186016.1|ENSMUSG00000099608.1|OTTMUSG00000046793.1|OTTMUST00000121424.1|4933411E06Rik-001|4933411E06Rik|1493|,0.929536
ENST00000604700.1|ENSG00000271390.1|OTTHUMG00000185165.1|OTTHUMT00000469713.1|RP11-89C3.3-001|RP11-89C3.3|499|,ENSMUST00000186025.1|ENSMUSG00000044694.2|OTTMUSG00000045938.1|OTTMUST00000120001.1|2010007H06Rik-001|2010007H06Rik|4934|,0.94747436
ENST00000614509.1|ENSG00000274215.1|OTTHUMG00000187014.1|OTTHUMT00000474246.1|CTD-2313J17.6-001|CTD-2313J17.6|607|,ENSMUST00000186073.6|ENSMUSG00000074067.9|OTTMUSG00000047589.3|OTTMUST00000122726.1|Gm10619-001|Gm10619|3287|,0.9532787
ENST00000367477.7|ENSG00000233452.6|OTTHUMG00000015762.4|OTTHUMT00000106414.2|STXBP5-AS1-008|STXBP5-AS1|2927|,ENSMUST00000186088.1|ENSMUSG00000101621.1|OTTMUSG00000046527.1|OTTMUST00000121039.1|Gm28905-001|Gm28905|275|,0.9348073
ENST00000635467.1|ENSG00000283053.1|OTTHUMG00000191588.1|OTTHUMT00000488690.1|RP11-30G13.1-001|RP11-30G13.1|1469|,ENSMUST00000186108.1|ENSMUSG00000101966.1|OTTMUSG00000048431.2|OTTMUST00000124143.2|Gm5248-001|Gm5248|4046|,0.9808058
ENST00000420557.2|ENSG00000231690.2|OTTHUMG00000016071.2|OTTHUMT00000043246.2|LINC00574-001|LINC00574|2318|,ENSMUST00000186130.1|ENSMUSG00000100536.1|OTTMUSG00000048324.1|OTTMUST00000123954.1|Gm28873-001|Gm28873|667|,0.95698255
ENST00000512310.1|ENSG00000251604.1|OTTHUMG00000162491.1|OTTHUMT00000369149.1|LINC01385-001|LINC01385|780|,ENSMUST00000186133.1|ENSMUSG00000100416.1|OTTMUSG00000047358.1|OTTMUST00000122367.1|Gm29501-001|Gm29501|530|,0.94518006
ENST00000453951.1|ENSG00000230836.1|OTTHUMG00000152931.1|OTTHUMT00000328655.1|LINC01293-001|LINC01293|1266|,ENSMUST00000186147.6|ENSMUSG00000100291.6|OTTMUSG00000046240.1|OTTMUST00000120572.1|2310069B03Rik-001|2310069B03Rik|1833|,0.976859
ENST00000437916.2|ENSG00000259439.2|OTTHUMG00000172199.2|OTTHUMT00000417295.1|RP11-89K21.1-001|RP11-89K21.1|2880|,ENSMUST00000186162.1|ENSMUSG00000100345.1|OTTMUSG00000047842.1|OTTMUST00000123104.1|Gm29418-001|Gm29418|647|,0.9432094
ENST00000449644.5|ENSG00000227544.8|OTTHUMG00000155058.5|OTTHUMT00000338270.1|AC018647.3-001|AC018647.3|1651|,ENSMUST00000186170.1|ENSMUSG00000100002.1|OTTMUSG00000046468.1|OTTMUST00000120959.1|Gm29642-001|Gm29642|399|,0.920005
ENST00000567967.1|ENSG00000260385.1|OTTHUMG00000176075.1|OTTHUMT00000431476.1|RP11-450H6.3-001|RP11-450H6.3|1923|,ENSMUST00000186174.7|ENSMUSG00000047935.17|OTTMUSG00000046190.2|OTTMUST00000120477.2|Gm5607-001|Gm5607|7420|,0.9778155
ENST00000557729.1|ENSG00000258910.2|OTTHUMG00000170896.2|OTTHUMT00000410900.2|RP11-19E11.1-001|RP11-19E11.1|695|,ENSMUST00000186237.1|ENSMUSG00000101275.1|OTTMUSG00000049074.1|OTTMUST00000125329.1|1700012E03Rik-001|1700012E03Rik|1377|,0.94918376
ENST00000513802.1|ENSG00000248773.1|OTTHUMG00000160261.1|OTTHUMT00000359942.1|RP11-231L11.3-001|RP11-231L11.3|393|,ENSMUST00000186238.1|ENSMUSG00000101365.1|OTTMUSG00000048014.1|OTTMUST00000123436.1|Gm19325-001|Gm19325|3382|,0.94994235
ENST00000425161.1|ENSG00000237605.1|OTTHUMG00000036345.1|OTTHUMT00000088483.1|RP11-343H5.6-001|RP11-343H5.6|358|,ENSMUST00000186240.1|ENSMUSG00000102055.1|OTTMUSG00000049187.1|OTTMUST00000125494.1|Gm28913-001|Gm28913|364|,0.90675473
ENST00000444926.1|ENSG00000226542.1|OTTHUMG00000153145.1|OTTHUMT00000329757.1|AC114814.4-001|AC114814.4|691|,ENSMUST00000186258.1|ENSMUSG00000099938.1|OTTMUSG00000048340.1|OTTMUST00000123970.1|C030007H22Rik-001|C030007H22Rik|591|,0.92715186
ENST00000602478.1|ENSG00000270022.3|OTTHUMG00000183993.1|OTTHUMT00000467709.1|RNU12-001|RNU12|664|,ENSMUST00000186291.1|ENSMUSG00000100199.1|OTTMUSG00000048087.1|OTTMUST00000123550.1|Gm20324-001|Gm20324|1118|,0.9444077
